"100007773","72","0","0","9"
"100000720","14","0","0","2"
"100022562","11","0","0","1"
"100000807","1","0","0","0"
"100006085","117","0","0","1"
"100007968","25","0","0","6"
"100003312","31","0","1","3"
"100003840","17","0","0","1"
"100021603","496","2","5","24"
"100010897","659","0","6","9"
"100079104","16","0","0","2"
"100004947","68","1","1","6"
"100003841","17","0","0","1"
"100007423","61","0","1","3"
"100008935","41","0","0","4"
"100019798","26","0","0","1"
"100021935","17","0","0","2"
"100022526","27","0","1","1"
"100002018","1","0","0","0"
"100019825","26","0","0","2"
"100022494","16","0","0","1"
"100001249","11","0","1","2"
"100020786","26","0","0","0"
"100017047","50","0","0","6"
"100013493","16","0","0","1"
"100022551","17","0","0","1"
"100020184","74","0","1","6"
"100021907","16","0","0","2"
"100072340","2","0","0","2"
"100022187","42","0","0","5"
"100014042","62","2","3","5"
"100019281","16","0","1","2"
"100022450","13","0","0","1"
"100022593","4","0","0","0"
"100008602","24","0","1","3"
"100022579","26","0","0","3"
"100000084","16","0","0","1"
"100072374","118","0","0","1"
"100022588","2","0","0","0"
"100005323","33","0","1","9"
"100009903","4","0","0","0"
"100006832","13","0","0","1"
"100010975","11","0","0","2"
"100022608","13","0","0","1"
"100000081","31","0","0","1"
"100022650","31","0","0","3"
"100006920","11","0","0","2"
"100021206","2","0","0","0"
"100022642","1","0","1","2"
"100009970","336","0","3","11"
"100007778","42","0","1","5"
"100020553","25","0","0","3"
"100072378","1","0","0","0"
"100022680","32","0","0","2"
"100022670","6","0","2","3"
"100005268","41","1","1","9"
"100008051","43","0","0","5"
"100000959","47","0","1","7"
"100000355","91","1","1","8"
"100001235","62","0","0","4"
"100018223","41","0","0","2"
"100072414","5","0","0","0"
"100022684","12","0","0","2"
"100072402","89","0","0","2"
"100006489","139","0","2","9"
"100001367","28","0","0","3"
"100004989","186","0","1","8"
"100003661","43","0","0","2"
"100059636","45","0","1","6"
"100022709","16","0","3","3"
"100033501","320","0","0","3"
"100001613","62","0","1","4"
"100007456","17","0","0","2"
"100002020","1","0","0","2"
"100022778","28","0","0","2"
"100010901","16","0","0","5"
"100011575","12","0","0","1"
"100003098","1","0","0","0"
"100011124","1","0","0","0"
"100022836","57","0","2","2"
"100072424","87","0","0","2"
"100009008","466","3","7","15"
"100001359","47","0","0","2"
"100020284","16","0","1","4"
"100022838","2","0","0","1"
"100002630","12","1","1","4"
"100004325","55","0","1","4"
"100007635","44","0","0","1"
"100011576","2","0","0","2"
"100022804","13","1","1","3"
"100099965","31","0","0","1"
"100004446","77","0","1","3"
"100001496","32","0","0","3"
"100010229","96","2","3","9"
"100004331","14","0","0","3"
"100002436","30","1","1","6"
"100030315","11","0","0","2"
"100004582","1","0","0","0"
"100003184","178","1","1","3"
"100001753","23","0","0","3"
"100007206","2","0","1","3"
"100003995","38","0","1","4"
"100072443","32","0","0","3"
"100010683","168","0","1","6"
"100022923","12","1","1","2"
"100002227","33","0","0","3"
"100002902","78","0","0","7"
"100002477","70","0","0","4"
"100002420","11","0","0","2"
"100022854","11","0","0","1"
"100022917","1","0","0","0"
"100022855","11","0","0","1"
"100011521","23","0","0","4"
"100005150","16","0","0","1"
"100022959","35","0","0","3"
"100059706","590","0","1","6"
"100096894","352","0","1","3"
"100032461","685","0","0","4"
"100022966","11","0","0","0"
"100015380","18","0","0","3"
"100004788","11","0","0","2"
"100023006","11","0","0","1"
"100023016","1","1","1","1"
"100011556","2","0","0","1"
"100096666","76","0","0","1"
"100022421","850","1","1","7"
"100096880","206","0","0","2"
"100011582","11","0","0","2"
"100012753","46","0","1","5"
"100001323","19","0","0","1"
"100023042","11","0","0","1"
"100005824","1","0","0","0"
"100023052","1","0","0","0"
"100023057","1","0","0","0"
"100014224","67","0","0","2"
"100072524","3","0","0","1"
"100006087","617","3","6","12"
"100022925","11","0","0","1"
"100072491","5","0","0","1"
"100010395","161","2","2","10"
"100005897","11","0","0","1"
"100010732","147","0","3","10"
"100010483","47","0","0","4"
"100097290","141","0","0","2"
"100023082","11","0","0","0"
"100011557","206","1","3","6"
"100005826","11","0","0","3"
"100011764","88","0","0","8"
"100023040","48","0","0","3"
"100010980","57","0","0","4"
"100023007","26","0","0","1"
"100006538","26","0","0","4"
"100022996","16","1","1","3"
"100023058","16","0","0","1"
"100023075","16","0","0","1"
"100005799","13","0","0","2"
"100009696","3","0","0","0"
"100010801","156","1","3","7"
"100023137","11","0","0","0"
"100027561","4","0","0","0"
"100010061","166","1","1","2"
"100003718","14","0","0","2"
"100023061","16","0","0","1"
"100072545","2","0","0","1"
"100004580","90","0","0","17"
"100066786","13","0","0","1"
"100019658","16","0","1","2"
"100072565","2","0","0","3"
"100006863","42","0","0","5"
"100006747","12","0","0","3"
"100021218","17","0","1","3"
"100010984","1","0","0","0"
"100010985","3","0","0","0"
"100006843","13","0","0","2"
"100009607","46","0","3","8"
"100009154","23","0","0","1"
"100023070","84","0","0","4"
"100011066","12","0","0","2"
"100023126","13","0","0","0"
"100023270","18","0","0","1"
"100010345","26","0","0","2"
"100023227","1","0","1","1"
"100010978","11","0","0","2"
"100023287","1","0","0","0"
"100023231","11","0","1","2"
"100072613","3","0","0","0"
"100010168","25","1","1","5"
"100005213","31","0","0","1"
"100023288","1","0","0","0"
"100007594","14","0","0","1"
"100009054","3","0","0","0"
"100072626","3","0","0","1"
"100015454","34","3","8","10"
"100010444","49","2","3","5"
"100011805","2","0","0","0"
